timestamp,verification_result,num_faces,iris_pos,iris_ratio,mouth_zone,mouth_area,x_rotation,y_rotation,z_rotation,radial_distance,gaze_direction,gaze_zone,watch,headphone,closedbook,earpiece,cell phone,openbook,chits,sheet,H-Distance,F-Distance,split,video,is_cheating
0-01-14.450000,1,1.0,0,0.48166378315169184,0,68.0,0.0,0.0,0.0,16.231851638590285,4,2,0,0,0,0,0,0,0,0,10000.0,10000.0,Train,Video2,0
0-00-00.450000,0,0.0,-1,0.0,-1,0.0,0.0,0.0,0.0,0.0,-1,-1,0,0,0,0,0,0,0,0,10000.0,10000.0,Train,Video2,0
0-00-44.200000,1,1.0,0,0.48630890426246925,1,474.0,0.0,0.0,0.0,20.56066720999007,4,2,0,1,0,0,0,0,0,0,10000.0,10000.0,Train,Video2,0
0-01-14.500000,0,0.0,-1,0.0,-1,0.0,0.0,0.0,0.0,0.0,-1,-1,0,0,0,0,0,0,0,0,10000.0,10000.0,Train,Video2,0
0-00-37.500000,1,1.0,0,0.45695638238203184,0,1.0,0.0,0.0,0.0,20.627495311299406,4,2,0,0,0,0,0,0,0,0,10000.0,10000.0,Train,Video2,0
0-01-26.300000,1,1.0,0,0.43745085607619416,0,148.5,0.0,0.0,0.0,3.6109849787915063,0,0,0,1,0,0,0,0,0,0,10000.0,10000.0,Train,Video2,0
0-00-01.350000,1,1.0,0,0.5026100751559704,1,230.5,0.0,0.0,0.0,7.525477393999834,0,0,0,1,0,0,0,0,0,0,10000.0,10000.0,Train,Video2,0
0-01-36.750000,1,1.0,0,0.48507125007266594,0,62.5,0.0,0.0,0.0,3.506902042403686,0,0,0,1,0,0,0,0,0,0,10000.0,10000.0,Train,Video2,0
0-00-09.500000,0,0.0,-1,0.0,-1,0.0,0.0,0.0,0.0,0.0,-1,-1,0,0,0,0,0,0,0,0,10000.0,10000.0,Train,Video2,0
0-01-16.600000,1,1.0,0,0.48316866340375764,0,75.5,0.0,0.0,0.0,2.974518504419334,0,0,0,1,0,0,0,0,0,0,10000.0,10000.0,Train,Video2,0
0-00-17.150000,1,1.0,0,0.44377343983206474,0,12.0,0.0,0.0,0.0,14.574650566427675,4,1,0,0,0,0,0,0,0,0,10000.0,10000.0,Train,Video2,0
0-01-15.550000,1,1.0,0,0.46313064082082883,0,14.5,0.0,0.0,0.0,10.552447157681664,4,1,0,0,0,0,0,0,0,0,10000.0,10000.0,Train,Video2,0
0-01-00.300000,1,1.0,0,0.45891476291612965,0,80.5,0.0,0.0,0.0,1.8256251693154135,0,0,0,1,0,0,0,0,0,0,10000.0,10000.0,Train,Video2,0
0-00-18.250000,0,0.0,-1,0.0,-1,0.0,0.0,0.0,0.0,0.0,-1,-1,0,0,0,0,0,0,0,0,10000.0,10000.0,Train,Video2,0
0-00-16.100000,1,1.0,0,0.4331180449668571,0,24.0,0.0,0.0,0.0,12.848073248206077,4,1,0,0,0,0,0,0,0,0,10000.0,10000.0,Train,Video2,0
0-00-20.800000,1,1.0,0,0.45639832430810356,0,3.5,0.0,0.0,0.0,17.847180342137282,4,2,0,0,0,0,0,0,0,0,10000.0,10000.0,Train,Video2,0
0-00-43.600000,1,1.0,0,0.4600856791042168,0,7.5,0.0,0.0,0.0,16.248455867376453,4,2,1,0,0,0,0,0,0,0,87.31551981177229,10000.0,Train,Video2,0
0-01-34.600000,1,1.0,0,0.45041373360313114,1,193.5,0.0,0.0,0.0,3.2803150161582186,0,0,0,1,0,0,0,0,0,0,10000.0,10000.0,Train,Video2,0
0-01-26.150000,1,1.0,0,0.48226464261892765,0,60.5,0.0,0.0,0.0,3.1368545589813843,0,0,0,0,0,0,0,0,0,0,10000.0,10000.0,Train,Video2,0
0-01-22.800000,1,1.0,1,0.6764492202359617,0,72.5,0.0,0.0,0.0,9.606457786928878,0,0,0,0,0,0,0,0,0,0,10000.0,10000.0,Train,Video2,0
0-01-05.050000,1,1.0,0,0.500692041853696,0,30.0,0.0,0.0,0.0,18.84846723838113,1,2,0,1,0,0,0,0,0,0,10000.0,10000.0,Train,Video2,0
0-01-27.350000,1,1.0,0,0.48226464261892765,0,36.5,0.0,0.0,0.0,5.512005215745668,0,0,0,0,0,0,0,0,0,0,10000.0,10000.0,Train,Video2,0
0-00-19.650000,1,1.0,2,0.3976426261351493,0,4.0,0.0,0.0,0.0,10.708789764764141,4,1,0,0,0,0,0,0,0,0,10000.0,10000.0,Train,Video2,0
0-00-38.250000,1,1.0,0,0.47425045578226765,0,23.5,0.0,0.0,0.0,21.936978384432493,4,2,1,0,0,0,0,0,0,0,131.48764200486676,10000.0,Train,Video2,0
0-01-07.500000,1,1.0,0,0.45418636464292766,0,10.0,0.0,0.0,0.0,9.608067588019516,4,0,0,1,0,0,0,0,0,0,10000.0,10000.0,Train,Video2,0
0-01-25.900000,1,1.0,0,0.4661627315730981,1,176.0,0.0,0.0,0.0,3.2978799452860343,0,0,0,0,0,0,0,0,0,0,10000.0,10000.0,Train,Video2,0
0-00-04.300000,1,1.0,0,0.45897248033506116,0,71.5,0.0,0.0,0.0,11.125612534927182,4,1,0,1,0,0,0,0,0,0,10000.0,10000.0,Train,Video2,0
0-01-35.600000,1,1.0,0,0.48507125007266594,1,273.5,0.0,0.0,0.0,4.3051993287860935,0,0,0,1,0,0,0,0,0,0,10000.0,10000.0,Train,Video2,0
0-00-25.450000,1,1.0,0,0.4688756316728922,0,1.5,0.0,0.0,0.0,14.230025873394574,4,1,0,0,0,0,0,0,0,0,10000.0,10000.0,Train,Video2,0
0-00-51.900000,1,1.0,0,0.4736551041987593,0,91.0,0.0,0.0,0.0,7.374294004622424,0,0,0,0,0,0,0,0,0,0,10000.0,10000.0,Train,Video2,0
0-01-04.500000,1,1.0,0,0.425205832509386,0,3.5,0.0,0.0,0.0,14.293214316610326,4,1,0,1,0,0,0,0,0,0,10000.0,10000.0,Train,Video2,0
0-00-25.600000,1,1.0,1,0.6093223389447718,0,20.5,0.0,0.0,0.0,28.67374016744307,2,2,0,0,0,0,0,0,0,0,10000.0,10000.0,Train,Video2,0
0-00-08.900000,1,1.0,0,0.4316599933720399,0,62.5,0.0,0.0,0.0,5.657437550847516,0,0,0,1,0,0,0,0,0,0,10000.0,10000.0,Train,Video2,0
0-00-53.350000,1,1.0,0,0.4657971306985123,0,13.5,0.0,0.0,0.0,2.5460389846703273,0,0,0,1,0,0,0,0,0,0,10000.0,10000.0,Train,Video2,0
0-01-00.700000,1,1.0,0,0.44651916403212105,0,48.5,0.0,0.0,0.0,3.0686468432280765,0,0,0,1,0,0,0,0,0,0,10000.0,10000.0,Train,Video2,0
0-00-30.100000,1,1.0,2,0.4008555288074871,0,9.5,0.0,0.0,0.0,25.65223266746059,4,2,0,0,0,0,0,0,0,0,10000.0,10000.0,Train,Video2,0
0-00-03.550000,1,1.0,0,0.4338609156373123,0,15.0,0.0,0.0,0.0,11.898675317438274,4,1,0,1,0,0,0,0,0,0,10000.0,10000.0,Train,Video2,0
0-00-14.700000,1,1.0,0,0.4809539749067967,0,29.5,0.0,0.0,0.0,7.679196019500024,0,0,0,1,1,0,0,0,0,0,45.27692569068709,10000.0,Train,Video2,0
0-00-27.100000,1,1.0,0,0.47529563092582505,0,7.0,0.0,0.0,0.0,20.698537228279,4,2,0,0,0,0,0,0,0,0,10000.0,10000.0,Train,Video2,0
0-01-14.700000,1,1.0,0,0.4540766091864998,0,8.0,0.0,0.0,0.0,19.757311102227856,4,2,0,0,0,0,0,0,0,0,10000.0,10000.0,Train,Video2,0
0-01-00.850000,1,1.0,0,0.4584603949204229,0,32.5,0.0,0.0,0.0,2.2979108892601396,0,0,0,1,0,0,0,0,0,0,10000.0,10000.0,Train,Video2,0
0-00-17.750000,1,1.0,0,0.4813254700769495,0,15.0,0.0,0.0,0.0,12.826521307987504,4,1,0,0,0,0,0,0,0,0,10000.0,10000.0,Train,Video2,0
0-00-00.050000,0,0.0,-1,0.0,-1,0.0,0.0,0.0,0.0,0.0,-1,-1,0,0,0,0,0,0,0,0,10000.0,10000.0,Train,Video2,0
0-01-41.200000,1,1.0,0,0.447213595499958,0,144.5,0.0,0.0,0.0,5.424924155797068,0,0,0,0,0,0,0,0,0,0,10000.0,10000.0,Train,Video2,0
0-00-18.650000,1,1.0,0,0.4324662148966402,0,72.5,0.0,0.0,0.0,9.400224801798224,4,0,0,0,0,0,0,0,0,0,10000.0,10000.0,Train,Video2,0
0-00-12.750000,0,0.0,-1,0.0,-1,0.0,0.0,0.0,0.0,0.0,-1,-1,0,0,0,0,0,0,0,0,10000.0,10000.0,Train,Video2,0
0-01-35.900000,1,1.0,0,0.5,0,127.5,0.0,0.0,0.0,4.236690796338383,0,0,0,1,0,0,0,0,0,0,10000.0,10000.0,Train,Video2,0
0-01-08.050000,0,0.0,-1,0.0,-1,0.0,0.0,0.0,0.0,0.0,-1,-1,0,0,0,0,0,0,0,0,10000.0,10000.0,Train,Video2,0
0-00-35.100000,1,1.0,0,0.4710021267605585,0,17.0,0.0,0.0,0.0,9.71939558019829,4,0,0,0,0,0,0,0,0,0,10000.0,10000.0,Train,Video2,0
0-00-44.100000,1,1.0,0,0.4744146415084196,1,387.0,0.0,0.0,0.0,20.634329801939288,4,2,1,1,0,0,0,0,0,0,144.4506836259351,10000.0,Train,Video2,0
0-00-33.800000,0,0.0,-1,0.0,-1,0.0,0.0,0.0,0.0,0.0,-1,-1,0,0,0,0,0,0,0,0,10000.0,10000.0,Train,Video2,0
0-00-38.600000,1,1.0,0,0.44427307584565257,0,14.0,0.0,0.0,0.0,21.56862660828215,4,2,0,0,0,0,0,0,0,0,10000.0,10000.0,Train,Video2,0
0-00-37.400000,1,1.0,0,0.4437601569801833,0,3.0,0.0,0.0,0.0,20.46939607479927,4,2,0,0,0,0,0,0,0,0,10000.0,10000.0,Train,Video2,0
0-00-50.250000,1,1.0,0,0.5323152239464994,0,38.5,0.0,0.0,0.0,7.943482172951045,0,0,0,0,0,0,0,0,0,0,10000.0,10000.0,Train,Video2,0
0-00-55.400000,1,1.0,0,0.47873080948072955,0,93.0,0.0,0.0,0.0,3.296785808357341,0,0,0,0,0,0,0,0,0,0,10000.0,10000.0,Train,Video2,0
0-00-14.500000,1,1.0,0,0.5052614567066107,0,40.0,0.0,0.0,0.0,9.398139319917744,0,0,0,1,1,0,0,0,0,0,41.593268686170845,10000.0,Train,Video2,0
0-00-22.200000,1,1.0,0,0.4352276150740862,0,1.0,0.0,0.0,0.0,16.56871762561495,4,2,0,0,0,0,0,0,0,0,10000.0,10000.0,Train,Video2,0
0-01-10.850000,1,1.0,0,0.4512426281971401,0,30.0,0.0,0.0,0.0,9.691323139361542,4,0,0,0,0,0,0,0,0,0,10000.0,10000.0,Train,Video2,0
0-01-18.500000,1,1.0,0,0.4938814826645346,0,27.5,0.0,0.0,0.0,5.437902962455787,0,0,0,1,0,0,0,0,0,0,10000.0,10000.0,Train,Video2,0
0-00-54.600000,1,1.0,0,0.4752207885720457,0,142.5,0.0,0.0,0.0,6.560515111320805,0,0,0,0,0,0,0,0,0,0,10000.0,10000.0,Train,Video2,0
0-00-04.950000,1,1.0,0,0.4664892207294094,0,103.0,0.0,0.0,0.0,3.4682139307143434,0,0,0,1,0,0,0,0,0,0,10000.0,10000.0,Train,Video2,0
0-01-11.250000,0,0.0,-1,0.0,-1,0.0,0.0,0.0,0.0,0.0,-1,-1,0,0,0,0,0,0,0,0,10000.0,10000.0,Train,Video2,0
0-01-04.600000,1,1.0,0,0.43745085607619416,0,13.0,0.0,0.0,0.0,11.652960672262784,4,1,1,1,0,0,0,0,0,0,233.62362894193728,10000.0,Train,Video2,0
0-00-51.750000,1,1.0,0,0.4888461805469018,0,55.5,0.0,0.0,0.0,7.435201695893694,0,0,0,0,0,0,0,0,0,0,10000.0,10000.0,Train,Video2,0
0-00-15.600000,1,1.0,2,0.3898796902116166,0,15.0,0.0,0.0,0.0,13.395801887096257,4,1,0,0,0,0,0,0,0,0,10000.0,10000.0,Train,Video2,0
0-00-15.700000,1,1.0,2,0.4134491152973615,0,1.0,0.0,0.0,0.0,13.368354523087962,4,1,0,0,0,0,0,0,0,0,10000.0,10000.0,Train,Video2,0
0-01-12.050000,0,0.0,-1,0.0,-1,0.0,0.0,0.0,0.0,0.0,-1,-1,1,0,0,0,0,0,0,0,93.86160024205851,10000.0,Train,Video2,0
0-01-00.250000,1,1.0,0,0.4609772228646444,0,31.5,0.0,0.0,0.0,1.933055807495795,0,0,0,1,0,0,0,0,0,0,10000.0,10000.0,Train,Video2,0
0-00-23.750000,1,1.0,0,0.4545646873735928,0,14.5,0.0,0.0,0.0,21.542892705769038,2,2,0,0,0,0,0,0,0,0,10000.0,10000.0,Train,Video2,0
0-01-21.550000,1,1.0,0,0.4410777523847139,0,31.0,0.0,0.0,0.0,5.593466963170731,0,0,0,0,0,0,0,0,0,0,10000.0,10000.0,Train,Video2,0
0-01-06.400000,1,1.0,0,0.4831078324120625,0,7.5,0.0,0.0,0.0,7.600915506676451,0,0,0,1,0,0,0,0,0,0,10000.0,10000.0,Train,Video2,0
0-00-11.200000,0,0.0,-1,0.0,-1,0.0,0.0,0.0,0.0,0.0,-1,-1,0,0,0,0,0,0,0,0,10000.0,10000.0,Train,Video2,0
0-00-01.100000,1,1.0,0,0.4657971306985123,1,184.5,0.0,0.0,0.0,17.93981988063529,1,2,0,0,0,0,0,0,0,0,10000.0,10000.0,Train,Video2,0
0-00-43.900000,1,1.0,0,0.45958276146900423,0,47.0,0.0,0.0,0.0,18.69603980995634,4,2,1,0,0,0,0,0,0,0,143.10835055998655,10000.0,Train,Video2,0
0-00-17.250000,1,1.0,0,0.477194665502917,0,31.0,0.0,0.0,0.0,14.955020617396189,4,1,0,0,0,0,0,0,0,0,10000.0,10000.0,Train,Video2,0
0-01-20.850000,1,1.0,0,0.4392527096591926,0,56.5,0.0,0.0,0.0,7.17526105525926,0,0,0,0,0,0,0,0,0,0,10000.0,10000.0,Train,Video2,0
0-01-31.400000,1,1.0,0,0.45472008622459426,0,57.0,0.0,0.0,0.0,4.095564859769049,0,0,0,0,0,0,0,0,0,0,10000.0,10000.0,Train,Video2,0
0-00-23.600000,1,1.0,0,0.4438761339662594,0,1.0,0.0,0.0,0.0,22.159472809391367,2,2,0,0,0,0,0,0,0,0,10000.0,10000.0,Train,Video2,0
0-00-39.450000,1,1.0,2,0.4132830987447094,0,14.5,0.0,0.0,0.0,14.887984269811808,4,1,1,1,0,0,0,0,0,0,83.95236744726142,10000.0,Train,Video2,0
0-00-39.550000,1,1.0,0,0.44139277996688675,0,2.5,0.0,0.0,0.0,12.689822421605657,4,1,1,1,0,0,0,0,0,0,135.36986370680884,10000.0,Train,Video2,0
0-00-35.750000,1,1.0,0,0.5128510095429549,0,31.5,0.0,0.0,0.0,7.581235300223741,0,0,0,1,0,0,0,0,0,0,10000.0,10000.0,Train,Video2,0
0-00-20.100000,1,1.0,0,0.5039172395043287,0,82.5,0.0,0.0,0.0,11.711480649773875,4,1,0,0,0,0,0,0,0,0,10000.0,10000.0,Train,Video2,0
0-01-36.700000,1,1.0,0,0.5149353076268164,0,20.5,0.0,0.0,0.0,3.3129512844948077,0,0,0,1,0,0,0,0,0,0,10000.0,10000.0,Train,Video2,0
0-00-22.250000,1,1.0,2,0.4194550623983858,0,13.0,0.0,0.0,0.0,17.321600879709614,4,2,0,0,0,0,0,0,0,0,10000.0,10000.0,Train,Video2,0
0-00-46.200000,1,1.0,0,0.47693585644067304,0,41.0,0.0,0.0,0.0,10.17455692466123,4,1,0,0,0,0,0,0,0,0,10000.0,10000.0,Train,Video2,0
0-00-57.300000,1,1.0,0,0.4666023121649932,1,247.0,0.0,0.0,0.0,2.9419719939905185,0,0,0,1,0,0,0,0,0,0,10000.0,10000.0,Train,Video2,0
0-00-13.750000,1,1.0,0,0.4202979499690264,0,88.5,0.0,0.0,0.0,14.492498942341413,1,1,0,0,0,0,0,0,0,0,10000.0,10000.0,Train,Video2,0
0-01-19.100000,1,1.0,0,0.4809539749067967,0,6.5,0.0,0.0,0.0,6.351882273114724,0,0,0,1,0,0,0,0,0,0,10000.0,10000.0,Train,Video2,0
0-00-45.950000,1,1.0,0,0.48551615628090883,0,21.0,0.0,0.0,0.0,15.887670855549892,4,2,0,0,0,0,0,0,0,0,10000.0,10000.0,Train,Video2,0
0-01-25.400000,1,1.0,0,0.4352276150740862,0,26.5,0.0,0.0,0.0,3.494099619422505,0,0,0,0,0,0,0,0,0,0,10000.0,10000.0,Train,Video2,0
0-00-19.800000,1,1.0,0,0.4901997027882395,0,66.5,0.0,0.0,0.0,11.606802809762497,2,1,0,0,0,0,0,0,0,0,10000.0,10000.0,Train,Video2,0
0-01-34.550000,1,1.0,0,0.49710701525464784,1,256.0,0.0,0.0,0.0,3.33669379851224,0,0,0,1,0,0,0,0,0,0,10000.0,10000.0,Train,Video2,0
0-00-11.950000,0,0.0,-1,0.0,-1,0.0,0.0,0.0,0.0,0.0,-1,-1,0,0,0,0,0,0,0,0,10000.0,10000.0,Train,Video2,0
0-00-33.550000,0,0.0,-1,0.0,-1,0.0,0.0,0.0,0.0,0.0,-1,-1,0,0,0,0,0,0,0,0,10000.0,10000.0,Train,Video2,0
0-01-28.500000,1,1.0,0,0.48507125007266594,0,64.0,0.0,0.0,0.0,6.108628107136416,0,0,0,0,0,0,0,0,0,0,10000.0,10000.0,Train,Video2,0
0-01-01.450000,1,1.0,0,0.48972852162832575,0,72.5,0.0,0.0,0.0,2.254542091027867,0,0,0,0,0,0,0,0,0,0,10000.0,10000.0,Train,Video2,0
0-01-03.900000,1,1.0,0,0.4522442778829026,0,28.5,0.0,0.0,0.0,13.996942596156705,4,1,0,1,0,0,0,0,0,0,10000.0,10000.0,Train,Video2,0
0-01-15.500000,1,1.0,0,0.4579218831544977,0,19.0,0.0,0.0,0.0,12.376521068674254,4,1,0,0,0,0,0,0,0,0,10000.0,10000.0,Train,Video2,0
0-01-09.550000,0,0.0,-1,0.0,-1,0.0,0.0,0.0,0.0,0.0,-1,-1,0,0,0,0,0,0,0,0,10000.0,10000.0,Train,Video2,0
0-00-40.900000,1,1.0,0,0.44044456666987375,0,4.5,0.0,0.0,0.0,9.308357123775535,4,0,0,0,0,0,0,0,0,0,10000.0,10000.0,Train,Video2,0
0-00-11.600000,1,1.0,0,0.4485869240972164,0,52.5,0.0,0.0,0.0,10.828657140620752,4,1,0,0,0,0,0,0,0,0,10000.0,10000.0,Train,Video2,0
0-00-52.450000,1,1.0,0,0.46128235264297746,0,79.0,0.0,0.0,0.0,5.277613845699315,0,0,0,0,0,0,0,0,0,0,10000.0,10000.0,Train,Video2,0
0-00-27.050000,1,1.0,0,0.4580348440537542,0,4.5,0.0,0.0,0.0,19.096904447101608,4,2,0,0,0,0,0,0,0,0,10000.0,10000.0,Train,Video2,0
0-00-05.900000,1,1.0,0,0.4978171130296441,1,242.5,0.0,0.0,0.0,4.424814616103866,0,0,0,1,0,0,0,0,0,0,10000.0,10000.0,Train,Video2,0
0-01-32.650000,1,1.0,0,0.47343207647399926,0,40.5,0.0,0.0,0.0,3.7274347452375856,0,0,0,0,0,0,0,0,0,0,10000.0,10000.0,Train,Video2,0
0-01-21.200000,1,1.0,0,0.45343136195018535,0,77.0,0.0,0.0,0.0,6.299105219024509,0,0,0,0,0,0,0,0,0,0,10000.0,10000.0,Train,Video2,0
0-01-02.850000,1,1.0,0,0.432113401436758,0,72.5,0.0,0.0,0.0,4.932158078254827,0,0,0,1,0,0,0,0,0,0,10000.0,10000.0,Train,Video2,0
0-00-57.850000,1,1.0,0,0.4482654517444206,0,138.0,0.0,0.0,0.0,3.726512591592008,0,0,0,1,0,0,0,0,0,0,10000.0,10000.0,Train,Video2,0
0-00-11.550000,0,0.0,-1,0.0,-1,0.0,0.0,0.0,0.0,0.0,-1,-1,0,0,0,0,0,0,0,0,10000.0,10000.0,Train,Video2,0
